DATE,AAPL,AMZN,BABA,BAC,BP,BUD,C,CMCSA,CVX,FB,GOOGL,HD,JPM,KO,MSFT,PG,PTR,RDSB,T,TM,V,VZ,WFC,WMT,XOM
2014-09-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-09-22,1.00099048139,0.979415649958,0.957396953428,1.00471976373,0.992897158693,0.997822489292,0.991772643979,0.984490624445,0.989503165316,0.985752779579,0.986570856165,0.995126737931,0.996727196912,1.00404285384,0.990319886364,1.0040250621,0.971749400481,0.99927071834,1.00084575695,1.00210508585,0.989040480925,0.996623674146,0.991379329247,0.993102576424,0.994027986181
2014-09-23,1.01664025373,0.976789804909,0.928426871109,1.00589958667,0.98407236298,0.992944882727,0.988032909499,0.968805076884,0.986057652579,1.00487738391,0.976511347149,0.990794909716,0.997218098556,0.996195005855,0.979798000842,0.999644856166,0.970336843742,0.985292341751,0.994079419394,0.995705608021,0.982474025434,0.991261211172,0.976386750817,0.983862596765,0.988776730165
2014-09-24,1.00782489112,0.990613256265,0.964639481996,1.01356926174,0.979552281092,0.995470803858,0.995886275243,0.966866374097,0.980769223219,1.00808621445,0.988470365505,1.00736410038,1.00850924548,1.00523189073,0.990740782828,1.00911562674,1.00223033983,0.986386349327,0.998026529517,1.00075779723,0.991491347977,0.994438967008,0.976949025919,1.00312345149,0.986614467053
2014-09-25,0.969393858651,0.971658777612,0.947065703984,0.994100236336,0.948342702289,0.980141111056,0.971578141361,0.950652028528,0.966987156242,0.991143589211,0.966716182357,0.995235065854,0.984290640087,0.99357907238,0.968855239899,0.998342618701,0.989071429227,0.966573476355,0.989004821285,0.992505902787,0.974381539884,0.98530293884,0.963455754058,0.990629970881,0.970448899183
2014-09-26,0.997919978189,0.975522106034,0.963467887565,1.00471976373,0.954799869884,0.975698971792,0.981488444278,0.95593937413,0.973317292308,1.01129504499,0.971093493052,1.00541477173,0.990999836508,1.00356722957,0.976641414141,1.0013022493,0.992565608229,0.970220042672,0.994643304352,0.999073762225,0.980069382659,0.988480674816,0.972076424811,0.995445106478,0.982598816435
2014-09-29,0.991580843815,0.971326814562,0.945255095806,1.0035397638,0.958674170441,0.964114658377,0.973261013463,0.954529398853,0.965945513639,1.0139904498,0.97094478807,1.0058479643,0.987236148139,1.00475626646,0.977272706229,0.999644856166,0.96037467699,0.970463096042,0.993233690633,0.989558732072,0.975398806936,0.988083455336,0.968703111531,0.990109395633,0.972302276391
2014-09-30,0.997919978189,0.9731981021,0.946320150669,1.00589958667,0.945975074171,0.965508230389,0.968960359013,0.947832148473,0.956089720607,1.01450387552,0.971935827013,0.993502295582,0.985763394113,1.01450656396,0.975589246633,0.991357843124,0.955393649372,0.961711509483,0.993515675401,0.989642952347,0.986682062428,0.992850128812,0.972076424811,0.995184864403,0.968389622064
2014-10-01,0.982369264881,0.958167283269,0.917030556151,0.992330324936,0.940163601812,0.938507115034,0.955497344802,0.932851570925,0.942708326698,0.982543949042,0.957433072385,0.985705013459,0.978072312583,1.01640910859,0.965909132997,0.984254741515,0.938368936821,0.952473609547,0.98562159612,0.982233075409,0.971144490173,0.981727943663,0.960644622177,0.990629970881,0.956136718818
2014-10-02,0.989500822004,0.96103464105,0.927255287328,0.995870088739,0.92897117798,0.931451997761,0.958302169035,0.931265388394,0.938381395712,0.989346656945,0.959497822881,0.998917067313,0.962853854314,1.01450656396,0.962962920875,0.983189321852,0.934279999044,0.938009004668,0.985903580888,0.963960938633,0.969803468208,0.978947427168,0.963268385246,0.992061517026,0.96066721703
2014-10-03,0.986727456287,0.974103534895,0.938332079437,1.02005899587,0.919070209192,0.935894076054,0.978309648467,0.945541066424,0.943189071878,0.993967372919,0.968367982754,1.0129955063,0.986745181038,1.02259217652,0.969907407407,0.99194980476,0.94818233396,0.931202185409,0.996898787795,0.978107123979,0.980300596532,0.987288996516,0.976386750817,1.00624679887,0.967051020375
2014-10-06,0.986727456287,0.972473757071,0.940568739382,1.02005899587,0.926603528338,0.94434282631,0.977561686612,0.940958726085,0.946233919562,0.995507560236,0.970895285263,1.00996324496,0.984781525368,1.036860857,0.969907407407,0.98934531799,0.960003046614,0.93180997685,1.00056388496,0.982654050477,0.979375685549,0.99463761647,0.975074925505,1.00663719452,0.973228934105
2014-10-07,0.978110152319,0.956718593212,0.93375225193,0.995870088739,0.916056864315,0.917690121378,0.958676140613,0.937962638775,0.929647389512,0.979206739612,0.948298568287,1.0014078948,0.969890345772,1.04447084529,0.958122874579,0.984491571156,0.951973888632,0.92427377869,0.996053030841,0.975244173539,0.962080943353,0.986693187158,0.957271383859,1.00598655679,0.961387974834
2014-10-08,0.99841525355,0.973982872094,0.940462285019,1.01002949793,0.928755982108,0.928055089767,0.982423354525,0.965280191566,0.94511213273,0.994994134514,0.964221947239,1.01895170106,0.988381623492,1.05945303352,0.984427588384,0.996566816662,0.960895136454,0.944815921167,0.990978319961,0.978949141479,0.982011560694,0.990466752352,0.977323857247,1.01821970423,0.974155663896
2014-10-09,1.00059427497,0.951859194546,0.945681136923,0.978761004203,0.903788267408,0.914728671975,0.956245306657,0.939725028561,0.917548070892,0.974329355701,0.94286418132,1.00790561005,0.966781231111,1.0432818084,0.964856860269,0.990410832362,0.93323919163,0.909687598506,0.977163772846,0.964297701847,0.960508707514,0.971797456675,0.958020952811,1.01327440204,0.945428306875
