DATE,AAPL,AMZN,BABA,BAC,BP,BUD,C,CMCSA,CVX,FB,GOOGL,HD,JPM,KO,MSFT,PG,PTR,RDSB,T,TM,V,VZ,WFC,WMT,XOM
2014-09-19,0.817213344811,0.487270422292,0.915974706597,0.904191314178,1.28640319146,0.975013006666,0.973663423197,0.868672101951,1.20467583786,0.666424636665,0.802149136528,0.707157125844,0.841548152257,0.977713122391,0.833615771448,0.999963795144,1.64556328965,1.43234585646,0.95907212252,0.999909304949,0.674693387466,1.02866562402,1.00874616767,1.03475992653,1.1493859905
2014-09-22,0.81802277942,0.477240277354,0.876951393514,0.90845888355,1.27726607373,0.972889905403,0.96565274757,0.855199540087,1.19203055475,0.656929937972,0.791376960396,0.703710963845,0.838793930865,0.981665873644,0.825546276051,1.00398871152,1.59907514017,1.43130127289,0.959883264437,1.00201419988,0.667299072416,1.02519251368,1.00005009908,1.02762274902,1.14252184148
2014-09-23,0.830811982221,0.475960780728,0.850415530861,0.909525669204,1.26591382836,0.968134175561,0.962011504894,0.841573942517,1.1878798288,0.669675045465,0.783307733925,0.700647680655,0.839207048237,0.973992929685,0.816775066335,0.999608664168,1.59675068866,1.41127940311,0.953393858712,0.99561530245,0.662868728317,1.01967633236,0.984926393049,1.01806158835,1.13648612139
2014-09-24,0.823607950259,0.482696539708,0.883585366494,0.91646052278,1.26009918059,0.970596981518,0.969658039868,0.839889845492,1.18150898573,0.67181348919,0.792900650173,0.712364701906,0.84870909207,0.982828410614,0.825897141982,1.00907909186,1.64923345501,1.41284640032,0.957179421995,1.00066703345,0.66895265621,1.02294518055,0.985493585903,1.03799194897,1.13400084646
2014-09-25,0.792201597667,0.47346058289,0.867488230335,0.898856799117,1.21995107882,0.955650331647,0.945990099021,0.825804895845,1.16490606265,0.660522506322,0.775450550945,0.703787568708,0.828327969449,0.971435297199,0.80765300823,0.99830647385,1.62757963478,1.38446751382,0.948526953133,0.992415887414,0.657408781829,1.01354726244,0.971882299624,1.02506419589,1.11542036922
2014-09-26,0.815513523229,0.475343068562,0.882512215628,0.90845888355,1.22825759982,0.951319188087,0.955639398484,0.830397865463,1.17253182462,0.673951932915,0.778961806939,0.710986220258,0.8339740813,0.981200849556,0.814143685877,1.0012659973,1.63332952747,1.38969065797,0.953934665055,0.998983151179,0.661246331738,1.0168160902,0.980578368209,1.03004670525,1.12938531389
2014-09-29,0.810333098025,0.473298827115,0.865829759041,0.907391937863,1.23324151242,0.940024331834,0.947628650032,0.829173059276,1.16365122097,0.67574821709,0.778842523366,0.711292555469,0.830806756307,0.982363386525,0.814669940918,0.999608664168,1.58035731277,1.39003879446,0.952582743834,0.989468983992,0.658095125182,1.01640748417,0.977175551365,1.02452552548,1.11755061502
2014-09-30,0.815513523229,0.474210650183,0.866805322356,0.909525669204,1.21690535445,0.941383082672,0.943441260098,0.82335534471,1.15177818524,0.67609037664,0.779637484399,0.702562227863,0.829567362878,0.991896380335,0.813266582448,0.991321951156,1.57216071657,1.37750349571,0.952853187564,0.989553196629,0.665707863051,1.02131079732,0.980578368209,1.02977741718,1.11305346495
2014-10-01,0.802805272793,0.466886576745,0.839976794611,0.897256460603,1.20942945786,0.915056644006,0.930332815595,0.810342134924,1.13565794333,0.654791494247,0.768004112296,0.697048324247,0.823094947427,0.993756523191,0.805197087051,0.984219106714,1.54414547458,1.36427162802,0.945282196192,0.98214399173,0.655224765794,1.00986978779,0.969046581112,1.02506419589,1.09897014961
2014-10-02,0.808633276443,0.468283755381,0.849342389751,0.900457084287,1.19503148812,0.908177812901,0.93306377036,0.80896426241,1.13044539411,0.65932498639,0.769660350124,0.706391322277,0.810287881991,0.991896380335,0.802741078161,0.983153725624,1.53741686868,1.34355331115,0.945552639922,0.963873512147,0.654319987142,1.00700956605,0.971693292053,1.02654550247,1.10417744079
2014-10-03,0.806366844969,0.474651840804,0.859488451153,0.922328484012,1.18229485028,0.912508897014,0.952544321273,0.821365145651,1.13623708543,0.662404345354,0.776775541207,0.716346990729,0.830393583851,0.999801789836,0.808530111659,0.99191389136,1.56029404066,1.33380359179,0.956097836348,0.978018414504,0.661402330209,1.01559025169,0.984926393049,1.04122386367,1.11151489492
2014-10-06,0.806366844969,0.473857698275,0.86153717509,0.922328484012,1.19198573607,0.920746538404,0.951816058173,0.817384594437,1.13990513986,0.663430764127,0.778802814733,0.714202705515,0.82874107305,1.01375246598,0.808530111659,0.989309498886,1.57974577146,1.33467415935,0.959612928863,0.982564928618,0.660778298885,1.02314952442,0.983603094292,1.04162782944,1.11861570241
2014-10-07,0.79932466917,0.466180672929,0.855293444997,0.900457084287,1.17841847381,0.894759804432,0.933427892807,0.814781976976,1.11992374788,0.652567495666,0.760676877722,0.708152728682,0.816209428376,1.0211928514,0.798706339234,0.98445592778,1.56653328384,1.32387971714,0.955286694432,0.975155723719,0.649109650687,1.01497736309,0.965643839886,1.0409545756,1.10500586971
2014-10-08,0.815918268864,0.47459304539,0.861439665586,0.913259899095,1.19475465947,0.904865783425,0.956549686395,0.838511972979,1.13855375037,0.663088604577,0.773449802399,0.720558956294,0.831770728974,1.03584113343,0.820634363525,0.996530736104,1.58121376175,1.3533031698,0.950419680696,0.978860355637,0.662556706415,1.01885909988,0.985871695568,1.05361294634,1.11968087265
